"1","[DATE]พรุ่งนี้[/DATE] [TIME]10:00 น.[/TIME] ต้อง[EVENT]ไปโรงเรียน[/EVENT]","2019-11-16 00:42:44"
"2","[DATE]พรุ่งนี้[/DATE] [TIME]10:00 น.[/TIME] [EVENT]ไปหาหมอ[/EVENT]","2019-11-16 00:42:44"
"3","[DATE]พรุ่งนี้[/DATE] [TIME]10:00 น.[/TIME]มีนัด[EVENT]ไปหาหมอ[/EVENT]","2019-11-16 00:42:44"
"4","[TIME]5 โมงเย็นนี้[/TIME][EVENT]มีรายการทีวีให้ดู[/EVENT]","2019-11-16 00:42:44"
"5","[DATE]ทุกวัน[/DATE]ตอน[TIME]เที่ยง[/TIME][EVENT]กินยา[/EVENT]ด้วย","2019-11-16 00:42:44"
"6","[DATE]พรุ่งนี้[/DATE][EVENT]มีนัดไปเจอเพื่อน[/EVENT]เวลา [TIME]9:00 น[/TIME]","2019-11-16 00:42:44"
"7","[DATE]พรุ่งนี้[/DATE]ตอน [TIME]8:30 น[/TIME].อย่าลืม[EVENT]เปิดรายการทีวีช่อง 9[/EVENT]","2019-11-16 00:42:44"
"8","[TIME]5 โมงเย็นนี้[/TIME][EVENT]ทำข้าวผัด[/EVENT]","2019-11-16 00:42:44"
"9","วันที่ [DATE]19 พ.ย.[/DATE] [EVENT]มีนัดไปหาหมอ[/EVENT]","2019-11-16 00:42:44"
"10","[DATE]พรุ่งนี้[/DATE] [TIME]16:00 น[/TIME][EVENT]ไปรับลูก[/EVENT]","2019-11-16 00:42:44"
"11","[TIME]22:00 น.[/TIME] แจ้งเตือนว่า[EVENT]ห้ามอย่ากินยา[/EVENT]","2019-11-16 00:42:44"
"12","[DATE]พรุ่งนี้[/DATE][TIME]เช้า[/TIME][EVENT]มีงานทำบุญที่วัด[/EVENT]อย่าลืมแจ้งเตือนด้วย","2019-11-16 00:42:44"
"13","สัก [TIME]17:50 น.[/TIME] บอกด้วยว่า[EVENT]อย่าลืมหุงข้าวด้วย[/EVENT]","2019-11-16 00:42:44"
"14","สัก [TIME]10 โมงเช้า[/TIME]ช่วยเตือนหน่อยว่า[EVENT]ต้องออกไปหาหลาน[/EVENT]","2019-11-16 00:42:44"
"15","[DATE]พรุ่งนี้[/DATE][TIME]หกโมงเช้า[/TIME]ต้อง[EVENT]เดินทางไปมหาวิทยาลัยขอนแก่น[/EVENT]","2019-11-16 00:42:44"
"16","[DATE]พรุ่งนี้[/DATE]อย่าลืมเตือนด้วยตอน [TIME]14:00 น.[/TIME] ว่า[EVENT]บ่ายสองแล้ว[/EVENT]","2019-11-16 00:42:44"
"17","[DATE]พรุ่งนี้[/DATE] [TIME]18:00 น.[/TIME] [EVENT]นัดทำงานกลุ่มแม่บ้าน[/EVENT]","2019-11-16 00:42:44"
"18","[DATE]วันนี้[/DATE][TIME]บ่ายสาม[/TIME]อย่าลืม[EVENT]ไปจ่ายค่าโทรศัพท์[/EVENT]","2019-11-16 00:42:44"
"19","[DATE]พรุ่งนี้[/DATE]อย่าลืม[EVENT]คืนหนังสือที่ห้องสมุด[/EVENT]","2019-11-16 00:42:44"
"20","[TIME]บ่ายสอง[/TIME]มีนัด[EVENT]ไปทุ่งนา[/EVENT]","2019-11-16 00:42:44"
"21","อย่าลืมแจ้งเตือนด้วยว่า[EVENT]ไปจ่ายตลาด[/EVENT]เวลา [TIME]17:00 น.[/TIME] [DATE]พรุ่งนี้[/DATE]","2019-11-16 00:42:44"
"22","[DATE]วันจันทร์[/DATE]นี้ [TIME]10:00 น.[/TIME] [EVENT]ไปหาหมอ[/EVENT]","2019-11-16 00:42:44"
"23","[DATE]พรุ่งนี้[/DATE][EVENT]ไปหากรมกิจการผู้สูงอายุ[/EVENT]","2019-11-16 00:42:44"
"24","[DATE]วันเสาร์[/DATE]อย่าลืมเตือนว่า[EVENT]ไปจ่ายค่าไฟ[/EVENT]เวลา [TIME]17:00 น.[/TIME]","2019-11-16 00:42:44"
"25","[TIME]19:00 น.[/TIME] [EVENT]ไปกินเนื้อย่าง[/EVENT]","2019-11-16 00:42:44"
"26","[DATE]พรุ่งนี้[/DATE]เวลา [TIME]21:00 น.[/TIME] อย่าลืมเตือนว่า[EVENT]ถึงเวลานอนแล้ว[/EVENT]","2019-11-16 00:42:44"
"27","[DATE]พรุ่งนี้[/DATE] [TIME]15:00 น[/TIME][EVENT]ไปดูหนัง[/EVENT]","2019-11-16 00:42:44"
"28","[TIME]บ่ายสอง[/TIME]เตือนด้วยว่า[EVENT]ต้องไปเดินหนังสือ[/EVENT]","2019-11-16 00:43:29"
"29","[TIME]ช่วงบ่าย[/TIME]อย่าลืมเตือน[EVENT]ตากผ้า[/EVENT]ด้วย","2019-11-16 02:19:57"
"30","[DATE]พรุ่งนี้[/DATE][TIME]เก้าโมงเช้า[/TIME]ไป[EVENT]หาหมอ[/EVENT]ด้วย","2019-11-16 03:52:22"
"31","[DATE]พรุ่งนี้[/DATE]ก่อน[OFF]ปิดไฟ[/OFF][TIME]นอน[/TIME]ให้เตือนให้[EVENT]ห่มผ้าด้วย[/EVENT]","2019-11-16 03:52:22"
"32","[DATE]พรุ่งนี้[/DATE] [TIME]14:00 น[/TIME]อย่าลืมเตือน[EVENT]ให้กินยา[/EVENT","2019-11-16 22:14:36"
"33","[TIME]เช้า[/TIME][DATE]พรุ่งนี้[/DATE]อย่าลืมเตือน[EVENT]ให้ไปรดน้ำต้นไม้[/EVENT]","2019-11-16 22:14:36"
"34","[DATE]พรุ่งนี้[/DATE]ตอน [TIME]03:00 น[/TIME]เตือนด้วยนะให้[EVENT]ตื่นมาสวดมนต์[/EVENT]","2019-11-16 22:34:50"
"35","[DATE]พรุ่งนี้[/DATE]ตอน[TIME]เที่ยงคืน[/TIME]อย่าลืมเตือนด้วยนะ[EVENT]ได้เวลานอนแล้ว[/EVENT]","2019-11-16 22:34:50"
"36","[DATE]พรุ่งนี้[/DATE]ตอน [TIME]15:00 น[/TIME][EVENT]มีนัดไปลูก[/EVENT]","2019-11-16 22:34:50"
"37","[DATE]พรุ่งนี้[/DATE] [TIME]18:00 น[/TIME][EVENT]ไปดูหนัง[/EVENT]","2019-11-16 22:36:25"
"38","[DATE]พรุ่งนี้[/DATE] [TIME]10:00 น[/TIME][EVENT]ไปจองตั๋วรถตู้[/EVENT]","2019-11-16 22:37:39"
"39","[DATE]พรุ่งนี้[/DATE][TIME]สิบโมงเช้า[/TIME][EVENT]ได้เวลากินยา[/EVENT]","2019-11-16 22:37:39"
"40","[DATE]พรุ่งนี้[/DATE][EVENT]ไปหาลูก[/EVENT]ที่[LOG]เซ็นทรัลอุดร[/LOG]","2019-11-16 22:51:43"
