"1","อยากฟังธรรมะ[religion]ศีลห้า[/religion]","2019-11-16 00:45:39"
"2","อยากฟังธรรมะ","2019-11-16 00:45:39"
"3","อยากฟัง[religion]บทสวดมนต์[/religion]","2019-11-17 17:42:22"
"4","อยากฟัง[religion]บทแผ่เมตตา[/religion]","2019-11-17 17:42:22"
"5","ฟังธรรมะ[religion]หลวงพ่อโต[/religion]","2019-12-24 04:04:37"
"6","ฟังธรรมะ[religion]ชาดก[/religion]","2019-12-24 04:35:54"
"7","ฟัง[religion]บทสวดมนต์[/religion]","2019-12-24 04:35:54"
"8","ฟัง[religion]บทเผยเมตตา[/religion]","2019-12-24 04:35:54"
"9","อยากฟังธรรมะ[religion]ตายแล้วไปไหน[/religion]","2019-12-24 13:25:02"
"10","เปิดธรรมะให้ฟังหน่อย","2019-12-26 00:02:09"
"11","เล่นธรรมะ [religion]ศีล 5[/religion]","2019-12-30 16:24:42"
"12","อยากฟังธรรมะ[religion]กตัญญูกตเวที[/religion]","2019-12-31 21:31:20"
"13","อยากฟังธรรมะ[religion]ตายแล้วไปไหน[/religion]","2020-01-04 00:13:02"
"14","ฟังธรรมะ[religion]บุญของการสร้างวัด[/religion]","2020-01-05 00:38:17"
"15","ช่วยเปิดธรรมะให้ยายฟังหน่อย","2020-01-05 01:08:54"
"16","เปิดธรรมะทีสิคะ","2020-01-05 01:09:11"
"17","อยากฟังธรรมะ","2020-01-05 01:09:21"
"18","เปิดธรรมะให้ผ่อนคลายหน่อยสิ","2020-01-05 01:09:41"
"19","ฉันอยากฟังธรรมะ","2020-01-05 01:09:50"
"20","เปิดธรรมะนั่งสมาธิ","2020-01-05 01:10:05"
"21","เปิดธรรมะให้คุณยายหน่อยจะ","2020-01-05 01:10:26"
"22","ยายอยากฟังธรรมะ","2020-01-05 01:10:36"
"23","ย่าอยากฟังธรรมะ","2020-01-05 01:10:45"
"24","คุณตาอยากฟังธรรมะ","2020-01-05 01:10:56"
"25","อยากฟังเทศฟังธรรมะ","2020-01-05 01:11:17"
"26","ฉันอยากลองฟังธรรมะดูนะ","2020-01-05 01:24:30"
"27","ฟังธรรมะต่อ","2020-01-05 01:56:46"
"28","ฟังต่อ","2020-01-05 01:56:52"
"29","เปิดธรรมะต่อ","2020-01-05 01:57:02"
"30","อยากฟังต่อ","2020-01-05 01:57:09"
"31","ช่วยเปิดให้ฟังต่อหน่อยสิ","2020-01-05 01:57:22"
"32","กรุณาฟังต่อ","2020-01-05 01:59:18"
"33","เปลี่ยนธรรมะ[religion]เดินจงกรม[/religion]","2020-01-05 02:17:11"
